ID,527 EPMSC Yarumal,531 EPMSC Apartado,9006 EJEPO Batallon De Policia Militar No. 13,9011 EJART Batallon De Artilleria No. 13,114 EC Bogota,129 RM Bogota,100 Regional Central,113 COMEB,322 EPMSC Barranquilla,9021 EJEMA BIVER Malambo,629 EPMSC Libano,639 COIBA Ibague,623 EC Armero Guayabal,626 EPMSC Fresno,158 EPMSC El Guamo,145 EPMSC Espinal,144 EPMSC Chaparral,147 EPMSC Purificacion,238 EPMSC Cartago,239 EPMSC Caicedonia,228 EPMSC Buenaventura,233 EPMSC Tulua,226 EPMSC Cali,227 EPMSC Buga,200 Regional Occidente,225 EPAMSCAS Palmira,9018 EJEYO BAS16 Yopal,224 EPMSC Mocoa,152 EPMSC Paz de Ariporo,153 EC Yopal,242 COJAM Jamundi,9004 POVAL Cali - Valle,240 EPMSC Roldanillo,241 EPMSC Sevilla,401 EPMSC Arauca,318 EPMSC San Andres,101 EPMSC Leticia,221 EPMSC Tuquerres,222 EPMSC Tumaco,217 EPMSC Ipiales,219 EPMSC La Union,9020 EJAPI BAS07 Apiay - Meta,215 EPMSC Pasto,133 EPMSC Granada,148 EPMSC Acacias,600 Regional Viejo Caldas,616 EPMSC Pereira,613 EPMSC Armenia,615 RM Armenia,422 COCUC Cucuta,612 EPMSC Calarca,407 EPMSC Pamplona,408 EPMSC Oca?a,415 EPMS San Gil,416 EPMSC Socorro,411 EPMSC Barrancabermeja,413 EPMSC Malaga,400 Regional Oriente,410 EPMSC Bucaramanga,617 EPMSC Santa Rosa De Cabal,620 RM Pereira,320 ERE Corozal,136 EPMSC Melgar,515 EPMSC Puerto Berrio,319 EPMSC Sincelejo,420 RM Bucaramanga,421 EPAMS Giron,417 EPMSC San Vicente De Chucuri,418 EPMSC Velez,119 EPMSC Fusagasuga,120 EPMSC Gacheta,116 EPMSC Caqueza,117 EPMSC Choconta,308 EPMSC Monteria,324 EPMSC Tierralta,405 EPMSC Aguachica,9019 EJUPA BAS10 Valledupar,628 EPMSC Honda,637 EPAMS La Dorada,138 EPMSC Girardot,156 EP Guaduas La Esperanza,127 EPMSC Villeta,128 EPMSC Zipaquira,124 EPMSC La Mesa,126 EPMSC Ubate,140 EPMSC Garzon,141 EPMSC La Plata,533 EPMSC Itsmina,139 EPMSC Neiva,9016 EJECO BACOM01 Facatativa,530 EPMSC Quibdo,8400 Escuela De Formaci?n,9001 POFAC Facatativa,130 CAMIS Acacias,131 EPMSC Villavicencio,314 EPMSC Santa Marta,316 EPMSC El Banco,300 Regional Norte,301 EC Barranquilla,142 EPMSC Pitalito,313 EPMSC Riohacha,107 EPMSC Guateque,109 EPMSC Moniquira,105 EPMSC Duitama,106 EPMS Garagoa,103 EPMSC Santa Rosa de Viterbo,104 EPMSC Chiquinquira,305 EPMSC Magangue,303 EPMSC Cartagena,602 EPMSC Anserma,603 EPMSC Aguadas,608 EPMSC Pensilvania,601 EPMSC Manizales,149 EPMSC Tunja,150 EPAMSCAS Combita,110 EPMS Ramiriqui,112 EPMSC Sogamoso,202 EPMSC Bolivar,203 EPMSC Caloto,143 EPMSC Florencia,157 EP Florencia Las Heliconias,610 EPMSC Salamina,611 RM Manizales,607 EPMSC Pacora,609 EPMSC Riosucio,307 EPMSC Valledupar,323 EPAMSCAS Valledupar,209 RM Popayan,235 EPAMSCAS Popayan,207 EPMSC Santander de Quilichao,208 EPMSC Silvia,204 EPMSC El Bordo,206 EPMSC Puerto Tejada,506 EC Santa Fe de Antioquia,507 EPMSC Bolivar,502 EPMSC Medellin,505 EPMSC Andes,500 Regional Noroeste,501 EPC La Paz,514 EPMSC La Ceja,523 EPMSC Tamesis,524 EPMSC Titiribi,519 EPMSC Santa Rosa De Osos,521 EPMSC Sonson,517 EPMSC Santa Barbara,518 EPMSC Santo Domingo,508 EPMSC Caucasia,513 EPMSC Jerico,9017 EJEBE BIOSP Bello,302 EC Sabanalarga,633 EPMSC Puerto Boyaca,9003 POMED Aures Medellin,535 EP Puerto Triunfo,537 COPED Pedregal
300 Regional Norte,451962.820105529,407953.604207722,708758.788774428,717618.8840233,708346.310777328,703514.394472448,712130.783664791,717661.935686822,5990.64536313647,13763.6263014079,672828.353609047,730842.256217191,660745.06203437,647637.734721779,771098.213948315,758322.603309783,808578.036199962,790029.68513923,703250.881567855,745637.756614634,824495.73206962,779337.999744783,858250.504108545,800291.364367796,855405.324088512,843907.820097334,684360.742901111,1107824.32832049,650575.148120627,683014.063059958,877050.462282414,855399.59745925,744057.557837513,754552.572975695,620353.299862263,774128.039940274,1766098.42792162,1140385.23137622,1117766.16860102,1166807.96657442,1071165.28341913,776807.112347419,1115451.00486224,833984.391455958,781090.249839108,691397.224427181,691524.007685136,723523.370866595,723448.632029896,422863.854986008,723340.293201601,465915.604215113,343952.621529395,524382.218043201,526654.948289491,447679.717997683,527329.980058881,468450.072460127,467714.851703258,684617.050078883,690396.454695901,194082.098548404,751990.259133519,500865.293781431,197291.530738172,467695.356889637,481130.726322961,480406.710677578,564951.65854507,738042.533282397,695889.615127867,735561.042790621,659247.14100788,275573.887759915,361667.683505253,325045.513378478,176959.285198383,638535.385710429,610765.93931576,739683.79456598,645538.292702053,663615.284797966,666814.375954427,705381.699952184,639112.031706006,978549.627058666,959229.478067237,678009.866737695,909102.126793375,685451.898242053,622096.017934377,696399.866303238,688320.469274733,781738.629326022,769363.144268043,70513.8435523393,238141.123084915,0,1773.90167876526,1021786.74849273,213947.071035097,679036.989699336,581101.728396159,604491.026162584,673596.488689718,599990.955470379,607605.510427006,191606.666778309,100138.884612076,648013.442508829,600128.680349467,623250.805408941,662535.949485898,624785.48930463,612892.916632705,640170.270895539,620981.895437439,1042081.23161157,898736.724542753,1039664.44634422,1047328.70510482,624711.865504518,662533.351614157,610915.801143302,625426.240990376,178951.013310358,174313.19743231,968507.614749769,963092.960489537,902457.598698937,944483.745248554,1012581.71120763,877949.585430154,504686.28721555,585636.194596846,523236.307526013,603367.322698581,532097.78029576,542334.857864482,554156.048389215,599091.919126029,557049.817647609,487231.219500522,587575.638883556,573118.756034625,502660.823656461,337169.131414724,586377.840672242,521527.447525518,42458.5551990107,556418.687468938,528138.709102606,563668.862761513,529731.199183897
301 EC Barranquilla,451787.138334653,408433.05354397,708131.746726571,716998.423471331,707719.860116003,702877.626471408,711497.165568333,717040.204368077,6553.5345997845,13023.9149129363,672462.33406313,730492.745671489,660328.882829395,647266.414337897,770697.723393799,757900.395698188,808297.021952666,789618.09019446,703117.267999933,745466.402184428,824587.001035298,779245.708534691,858200.94645521,800216.281897094,855360.748325771,843816.289408674,683338.702494275,1107711.24005232,649339.460590467,681950.319525924,876990.834238607,855354.138577371,743972.423817802,754403.733806806,618809.726505726,775901.677858303,1765146.06341839,1140433.51843277,1118041.40310819,1166846.69180703,1071153.68584661,776067.965213105,1115447.49884693,833295.729450983,780403.689093114,691206.762227273,691339.123809966,723320.882994156,723246.430377145,421476.630073164,723126.943058661,464661.391514213,342768.299718003,523368.665466402,525673.774691468,446856.825179471,526186.754347535,467359.452190897,466631.701534773,684408.599842603,690207.1241778,194143.50591943,751508.377714795,500275.837941374,197451.855931639,466623.619360546,480066.913353671,479441.631590764,564140.159573963,737488.18533787,695135.953078025,734900.480476611,658490.404586816,275913.034050857,361984.672315103,323957.81844689,175192.338104317,638073.837322926,610287.033901596,739241.217129026,645063.133334118,663079.144261568,666148.044160698,704849.09718048,638382.69757502,978273.735970949,959006.37341165,678119.917737132,908767.067917103,684883.993286973,622248.088594586,695792.939023349,687748.422217506,781049.628782939,768635.287604536,69088.7434006839,237083.550633066,1773.90167876523,0,1021585.31824694,212430.125863939,678232.479671378,580271.735791621,603518.027659643,672760.127563503,598993.783877451,606867.212336696,191172.831446838,101097.767610488,647869.016275142,599899.050888825,622920.731800989,662306.372150266,623915.709713789,611992.287250476,639306.014026149,619992.382240027,1042049.96763314,898646.205091697,1039372.52677717,1047041.65323621,624483.849458714,662303.163460029,610683.075736964,625265.51441549,177183.292435675,172549.084486601,968432.225334,963007.044480839,902384.555917176,944369.983494368,1012566.8743505,877869.811593281,504643.078074707,585599.812421601,523071.519270689,603276.162444798,531936.156185215,542196.326214334,553934.493474675,598947.128732178,556956.75037639,487055.124378217,587301.38193131,572936.697625659,502358.832758368,336958.685620912,586263.966338024,521360.80077071,42587.3049801229,555907.192571209,527991.202991868,563202.239429689,529593.862251325
314 EPMSC Santa Marta,491338.83385734,465329.495975991,730580.985118993,739665.153680462,730193.760251971,724971.776477876,733676.94537109,739657.637485333,74988.2035441799,73715.6085425534,704593.333401354,762973.149210108,690766.904171566,679321.727466277,801274.421774636,787752.52169787,842858.330258692,819743.801268965,742744.793057657,783778.563970219,870591.418297515,819934.599108876,900013.733903863,841380.627313297,897329.984260459,884376.969191754,689039.690185323,1147152.95909162,644425.391137061,685663.062061153,918460.218485916,897296.707874146,784973.548422911,793401.545325662,594687.920852982,832784.30699369,1771913.23980038,1184742.07998379,1168677.60572953,1210845.86027455,1113766.21079397,793781.988857847,1158248.09783971,852856.623222272,800228.045932314,729083.15727062,729392.688899892,760706.363712588,760641.343519679,409801.740531299,760163.191615448,460230.43906964,343950.585008237,530541.168403405,534328.273004243,463226.629182012,527011.735428714,471390.109711765,471035.632350511,721733.076985726,728123.020228877,243781.017136743,779239.211259288,525378.665897138,249330.052488954,471582.240063991,485264.257211905,489263.675337267,579944.181996896,762591.978459607,712591.194822495,755929.498626493,675998.573531531,330627.706201234,415488.273880117,330395.523479526,132283.290070322,667004.028477801,638733.040256336,768432.834588504,673471.306264041,689173.942018232,687253.688720748,730893.481632352,657115.079511801,1012622.16132368,995145.110832754,724986.137937101,941246.924526667,709693.19202905,670424.636584842,719070.816966537,712388.84033879,800774.142765861,786838.057591788,0,247584.91276803,70513.8435523394,69088.7434006839,1058323.08933828,143835.206708075,693654.005913553,595183.026061816,611966.017503404,686857.731716904,606355.119735008,625415.695466857,227323.942912756,167724.61733045,687350.594782796,636884.187728017,656490.859079788,699031.084382793,636842.000783534,623641.158253977,652382.493814707,627574.179319129,1084107.9752011,939125.69063711,1073070.55067357,1080891.75801515,661411.874623601,699008.117990039,647519.549723165,664326.59345631,133838.343442261,130838.448566703,1009253.81934385,1003512.74744746,943394.999502949,984041.619466023,1055162.11206256,918721.261625095,547822.249045583,628595.160920577,562495.396038984,644565.714768852,571408.588044785,582325.225555078,591405.8019819,638614.268572047,598392.938866882,526347.94043096,622897.513350232,611561.151548633,537536.519901174,376583.565264243,626936.195347581,560736.875009808,102713.351357879,583488.353985695,567920.474367507,592353.699197046,569826.093987953
316 EPMSC El Banco,276385.355046263,323029.363312392,484295.48902953,493456.996746488,483920.965793761,478540.10382789,487260.010270904,493425.864152837,234126.241345998,224546.247576069,467374.612195706,525541.054642485,451496.780006757,442347.42576196,561124.359239749,546899.227461682,607562.026045623,578960.78940966,518006.435453364,555619.2117251,658822.622567579,596036.713844091,677342.413473684,618163.874360316,675043.907337459,659237.020537229,446349.227797059,917411.049308042,415581.920355105,444873.977208581,694791.014768921,674951.670187693,562390.529742687,566432.287151441,413613.919685063,933471.381383883,1528719.82164975,964684.550208612,966263.098374306,989873.028345125,890505.046232966,546211.641914066,935028.901808382,605467.324385733,552930.166623685,501041.471269361,501692.89513251,531166.344526818,531119.932224283,201881.141132668,529989.197691881,232819.584057731,108980.157546308,286466.549568231,289151.55298018,215746.603300369,289965.32327246,230425.06988348,229640.421525919,492767.567553778,500177.188610657,148392.541273484,536343.751484404,282422.208635217,159579.290022036,229571.746715455,242991.543491514,243257.913706206,332361.660399985,517714.125969025,465025.426599819,509017.789112571,428448.792071765,210110.578732795,264267.748724347,87090.9441836591,178383.214808114,426224.391127349,397737.850165924,527021.209875024,432052.338504544,445435.548188308,440512.834321164,486856.890289622,409746.109386605,775749.640159582,760959.306441491,519476.548989022,702398.199123252,464856.748225975,471259.237452231,473244.016053637,467423.713185591,553454.824354682,539303.028244969,247584.912768029,0,238141.123084915,237083.550633066,824637.092143939,303973.432265492,446135.787368892,347666.27382929,367053.83020885,439545.511183286,362223.559569323,378052.055987364,94982.1814515152,222917.737676794,463569.84356991,409184.818049458,422181.943239686,469376.622345218,389777.974066582,377009.906429474,405292.560628973,383299.720478543,859922.430084363,713137.503185231,835035.91009344,843012.762897845,432972.383755199,469317.144819567,419244.333027047,440234.616965803,179493.48792897,175278.598472264,783215.583209638,776899.758991079,718446.57513214,755997.526726485,832397.42135523,693740.350418537,339315.676647935,415411.179795167,342942.033976928,426307.450563324,351560.986047491,363613.694050544,366135.203272047,416655.951094836,382317.385726679,308374.917268329,392868.115757233,388129.091217621,309498.472471781,176172.082546703,407776.839814252,341149.27984232,207275.458201265,342262.333423951,349369.869658896,352859.95389061,351951.869235529
130 CAMIS Acacias,374129.428712097,527148.09888237,78109.5876016093,71212.97800148,78586.2182137993,81646.7525900609,73947.367878528,70927.8750724015,776751.736533959,768031.208180436,175714.963801464,159246.937796576,167569.503977639,188942.799699812,132779.096970533,123844.140743404,191582.300046366,129224.121722764,250744.169154694,231995.006708872,360150.930978465,268662.85824161,310884.520791592,280404.702207656,311898.769090524,286736.502334733,184495.327019025,449614.625752365,293890.195105026,203185.712182768,314770.280317146,311508.582935586,268177.140447629,241721.821864185,476239.728259522,1288305.17250449,1003511.43927711,535868.3116762,611100.69057383,553578.470791874,458621.722480835,24501.1260613823,496173.975010339,52246.2242661191,1330.50340504769,231173.878444647,233257.286110866,220458.17361677,220583.620208094,457476.742113273,216067.44244523,391634.591078026,470249.96544888,290030.868969865,281885.210993616,337738.286714974,319110.102475087,351271.740375445,350446.097109279,226270.571544897,231852.275067539,610681.119643565,99129.1262060367,283325.217989164,614206.065505305,348338.618690742,335705.138942324,320125.11602947,222658.117012354,75320.4912091263,90757.8600662016,47988.2980516395,126130.445599573,573343.896094749,517561.780383535,475301.45824481,715937.71459062,172063.919622192,191507.703448388,118828.813976662,163411.141672615,135232.304488289,115343.610001422,103231.886984465,143714.960066533,288732.472327247,294413.547445467,347610.476780226,216712.089057342,110002.43585591,370058.185354025,92808.6841385376,106675.133562701,0,22247.7363178439,800774.142765861,553454.824354682,781738.629326022,781049.628782939,348971.461678487,839219.178828979,115243.518869523,209240.963014178,216660.383030954,127069.757015642,226570.2489897,175403.81683973,592911.141331189,729231.520942696,261117.548408602,257906.972521242,216154.732621848,226410.495070621,175844.559325303,192465.323194191,161500.327907473,209274.535506349,429115.488336589,312098.869451797,332351.040323292,340364.253337426,244564.263349945,226201.480170009,250755.05536963,264973.734208649,716282.461081005,713894.089642256,359903.889344526,352037.03067799,321588.797426004,328652.0380572,414548.217434377,306404.139619555,362055.049267349,320678.619482193,323283.443634574,296400.109838755,317962.382089083,316624.310251731,289481.944216596,282461.159175601,319189.207027024,346934.39273878,254241.883696339,286784.886271167,313058.226896021,466796.821207021,297831.030768423,324064.813981482,743769.517707143,235854.989891722,323749.668893053,234994.090634491,324985.477936028
131 EPMSC Villavicencio,369511.755799028,525413.309903007,75617.2262883395,70885.8067316441,76096.5264255512,77435.5790440284,71231.4282964313,70469.288946716,764457.382818073,755629.759295725,181647.099019669,171853.698058648,170909.123528546,192247.311182838,149602.502867359,139232.530530795,210532.606652934,147903.495069779,262034.020507571,246340.953265883,377313.259487767,284870.440151891,330150.181300146,297582.910334984,331038.447350065,305828.543933517,162289.556756229,471853.301762694,271659.017298088,180944.501068127,334657.046917534,330654.429971228,282300.573657278,256643.260294242,454022.638990794,1288328.70456376,1010457.81608584,558010.500904954,632264.925187233,575785.566269027,480694.517680768,9184.86853971577,518356.765659405,67444.8633771975,22868.7535126245,241248.105131322,243379.486899801,233100.29577452,233220.51118692,438201.376319329,228663.016342218,372307.721940863,453876.359473217,271743.493895308,264006.479994377,323617.322881225,299299.027983302,333337.129960822,332607.326746729,235640.556136703,241852.13135556,600959.573179395,113246.575329544,273430.318403139,604841.980906151,330624.841592561,317789.546688937,303478.815528394,207331.158136684,84807.8909019741,74409.3573933901,45790.1011755463,110864.121456464,566502.502965433,513379.082465946,459926.078776482,699800.90731581,171769.338189649,188514.95429832,131580.870738617,163223.499834626,134021.30846972,106000.268258771,107563.33931649,130253.505455238,310975.566537631,316564.456734926,357758.3537979,238893.704759028,109322.475729727,377150.835807675,90557.2742069978,106072.249737043,22247.736317844,0,786838.057591788,539303.028244969,769363.144268043,768635.287604536,371218.810536074,822523.389259828,96740.4134553923,193104.418118064,196769.988871798,107593.110441407,206467.748915905,161823.031823056,581516.967175782,719059.272074141,268146.638924814,260259.347729757,218333.074874846,233676.345923934,157369.03198641,173645.960683753,142609.967238893,188656.50813328,451118.1914836,332735.746867351,354323.353870108,362318.711893654,248764.003898089,233459.513426203,253836.960964181,270140.144604464,700098.885327491,697830.458352607,381539.334357657,373667.824883248,342184.520182552,350212.252858273,436299.503824869,326461.372743384,361227.21222335,324462.288451368,321954.451609803,300791.37965612,317142.578693273,316673.537366394,289010.396438076,285956.320864878,320645.385792211,343740.241561853,254942.849383576,288066.463597145,308702.920148093,458553.706548993,300855.987340927,322622.834369376,731875.099263327,229183.510295533,322907.293995676,229837.070769659,324359.929096039
133 EPMSC Granada,423297.873104433,573382.913733426,128436.986315715,120628.718006467,128897.985977913,132649.69996551,124506.720643565,120433.316644959,828996.143953141,820277.249295798,214924.936373038,186696.891470608,210470.755518241,231442.152052534,150256.06149707,146433.874135787,197316.228029292,140032.093763907,278342.831904905,252419.210878819,369199.902926822,282557.527710269,311891.983224753,290680.744861647,313489.26107328,289012.674046383,220551.684391692,420715.536104885,327896.815893413,237703.148221765,312551.524805475,313076.571644073,288372.02288837,260250.010980564,509838.114387187,1331788.78619361,953705.15400694,512553.587734023,598400.559809562,528409.497082056,437074.824994781,62405.2933400476,472014.140016953,0,52903.2223774353,261788.253357723,263727.830180731,245620.579868043,245755.298576924,504946.339956327,241464.279670837,439045.851175854,521177.745057725,339086.541457918,331430.106191495,389724.123805628,365631.937364619,400742.480726528,400026.866593259,258396.67306452,262603.382784462,662473.431859663,127346.746132905,335306.31789477,665873.494909643,398058.113728085,385200.1211214,370827.05234066,274135.101620477,114856.196748393,141447.581620914,99314.1299238528,177512.260027075,623788.028774526,566126.549880914,526836.285872493,767049.339542575,218781.978578451,240272.503022837,148380.241429084,210166.386646072,183360.806473604,167465.58709662,147160.492882934,195741.931412914,261510.381797482,272780.978675794,376282.84430761,195811.0739075,158293.874157724,404526.348684829,142594.445879469,155000.537580786,52246.2242661191,67444.8633771974,852856.623222272,605467.324385732,833984.391455959,833295.729450982,321801.264290044,889916.643277303,164152.737941754,260258.096158911,263201.640556564,174644.142303277,272628.962239337,227441.39578107,645091.942532773,781140.809875187,296884.9232945,300636.325563433,259599.007817724,262359.509343448,224725.958974548,240874.501875512,209853.628561847,254110.13415922,408917.778672811,305504.274563121,298399.557625955,306139.327911599,284979.643446893,262167.781974243,292620.980209518,303701.709866133,767362.241396819,765054.383659758,344784.776736627,337054.162999618,315109.518134323,314658.720815254,397687.041849791,303389.065705792,407796.600879325,360892.413023396,369718.519712114,335943.304155099,363901.904815598,361632.401430446,335221.031759085,323426.309121297,362527.267919335,395021.171994396,298975.067397064,330569.987104911,362194.929759506,518064.988938857,339298.691717662,370609.384246417,795994.747464515,286702.014440083,369682.967897614,284982.624823747,370683.505576245
148 EPMSC Acacias,373110.704660361,526020.175057053,77109.6604072009,70143.1222820957,77585.3765957243,80711.7691434541,72964.0189331162,69863.3234412843,776098.404848672,767384.713594982,174426.124486217,157921.463669747,166331.688215582,187702.105959644,131527.722185904,122552.649995962,190435.748578403,128052.985140571,249414.489166934,230692.618950904,358927.035400146,267403.996388107,309765.275940802,279178.679919381,310771.30860191,285604.975137319,185019.630580306,449061.465522703,294437.95832216,203751.768797358,313696.950269309,310381.504779903,266872.448273639,240430.358243894,476769.313465881,1287117.15839881,1004470.311771,535164.115620973,610167.343717082,552917.413750777,457885.215489757,25509.9633523479,495494.122275187,52903.2223774354,0,229844.054300918,231927.345883392,219134.914192952,219260.323115515,457410.507062534,214743.713729973,391577.49628698,469899.106262062,289868.829102451,281683.880250015,337224.716936771,319116.929416654,351068.936378117,350234.079234517,224943.229990012,230522.618097981,609884.46973033,97812.6099207237,282559.576504757,613390.613391606,348114.81754175,335501.777242965,319807.944303966,222250.02042747,74004.9453156878,90504.6919675071,47065.0849907283,125757.811422159,572408.578344735,516519.222296386,474870.202508353,715559.36889627,170922.243928935,190451.898046845,117502.217585467,162268.592844701,134133.434516234,114610.316732324,101991.679950143,143204.02798067,288170.503062018,293713.334733511,346280.103445734,216030.671767675,108900.366957156,368745.426883126,91778.7637051894,105572.923482831,1330.50340504769,22868.7535126245,800228.045932313,552930.166623685,781090.249839108,780403.689093113,348390.882942582,838885.899707288,115153.663919419,208899.486521817,216688.92971607,127075.374135715,226624.843911857,174885.587391193,592208.161942974,728455.986435942,259808.182220902,256680.050299049,214936.421627519,225099.905704861,175722.91816817,192374.742585203,161426.452695947,209404.528002023,428352.830112388,311095.856847003,331964.515018469,339984.141863364,243299.122995203,224890.987713508,249512.255411923,263690.12026335,715907.968515344,713509.778438683,359046.572394286,351178.647191814,320581.648276992,327779.450784954,413716.470373243,305344.812005198,360905.864000044,319416.991308178,322152.344030497,295128.232770664,316815.917961968,315452.399736558,288327.378377401,281207.327842264,317979.510420615,345864.299185601,253057.293650859,285581.88808292,312034.364001224,465930.960687906,296586.117090546,322937.234089859,743092.351448335,234938.831950943,322603.454333096,234012.8935478,323832.632271295
9020 EJAPI BAS07 Apiay - Meta,378458.261915877,534545.213797399,84800.7488550887,80036.8006641156,85279.927906266,86577.6174486024,80414.7336408804,79623.9538982828,771925.459505766,763067.6439638,190495.820633609,179482.089135335,179976.976519857,201326.782042267,155775.872888999,145955.106045445,215661.227193567,153154.741265698,270052.9029409,253523.528275353,383446.209785958,291396.025624127,335104.008696587,303689.766091379,336075.665637872,310892.7329896,162678.821817624,472158.276705713,271711.03630366,180941.5546623,339165.115807867,335687.566708329,289571.325108423,263639.207390054,454137.415674164,1297505.6103647,1001931.45714556,559428.103642107,635552.355919984,576871.747085818,482368.635234406,0,519591.980552457,62405.2933400476,25509.963352348,249511.116631447,251634.298343047,240772.625029336,240894.298005547,442549.976422304,236344.736947391,376648.662981356,459907.477709131,276864.404062634,269378.760906439,330620.834082823,303305.897523416,338617.921188266,337943.920412247,244031.794258227,250129.894689504,609091.507336812,120335.065387376,281624.88565506,613048.139247393,336033.678959087,323092.470121643,309461.960833352,214000.883912336,92925.330743143,81194.6012734906,54943.3987052256,117827.616113792,575153.428567502,522347.786033319,466390.754603004,705882.449822525,180954.206628502,197628.121755676,139107.172618993,172408.063781858,143203.89384708,114544.063576191,116490.608671868,137756.4838463,311401.715261973,317988.467950448,366050.137103157,240209.920124521,118505.686446793,385931.918250614,99738.1394241805,115254.172493595,24501.1260613823,9184.8685397158,793781.988857848,546211.641914066,776807.112347419,776067.965213106,371750.98252266,828326.095348184,102196.457398353,199457.563472886,200836.657845086,112293.828674608,210330.122404096,169201.679174657,589257.052814099,727077.591270291,276908.680661176,269402.371382721,227476.042479687,242393.384573051,162567.882396818,178576.256107519,147581.418543525,192045.153899747,452998.402573302,336598.294644618,353513.856389661,361460.87210408,257801.500859234,242177.487684402,262945.71098169,279104.51275637,706159.150080748,703945.271949176,384175.70313048,376312.644433591,346086.659655675,352971.57935234,438729.195027709,330834.141159472,370397.094205703,333542.253250888,331113.061720495,309826.262059562,326314.811643464,325857.525732632,298190.086199589,295047.898193147,329819.636234017,352805.772355427,264125.211006452,297242.380238317,317685.759640446,466996.937277314,309974.892183774,331777.782779957,739459.903973906,237947.181553799,332078.728044219,238771.856367453,333535.657670761
215 EPMSC Pasto,667137.476629846,731071.523882666,515701.950904781,507793.567326763,515780.546699586,522257.472509406,515658.973641377,508183.033655029,1109566.46214309,1103304.77630379,477036.658945888,423285.067917026,497144.167414928,500240.836683259,402554.41668041,418536.589971979,341036.079049931,391121.762984745,417326.451815534,379785.372636812,295355.031113248,339360.40818791,258465.172311669,317476.930816791,261040.255284535,275791.886989317,679430.340932015,68787.0276130022,788838.100118404,698624.435659303,240457.625651252,261088.651824498,373777.956100812,368674.017688728,970376.808480287,1346215.76167511,1012535.57769273,41185.739919423,175107.23375779,58048.0124796125,44566.8224413982,519591.980552457,0,472014.140016953,495494.122275187,434094.094508389,433389.057707768,404729.287790903,404764.209977855,912629.346063689,406312.665789783,850945.022198206,888987.410268615,746516.310736421,735539.223794498,747644.13043602,787705.220897785,798622.17169526,796883.060374788,442572.707590183,434938.726035427,921495.221893745,440481.979358189,663717.590283506,919101.499158976,793686.545549888,784291.391543511,757867.753387673,664222.792725447,472783.746178768,566711.91319952,510455.890646714,588967.612028281,846557.41539152,762354.250418624,881122.473699624,1113279.50223492,525075.758359972,551836.408810663,438612.639079454,522097.046035091,521840.986959619,555624.454020844,489455.20850272,592791.158266902,210813.405546015,201886.401178845,440894.858791096,279463.453351417,513945.37172504,498637.862519491,517645.488030812,513041.414939446,496173.975010339,518356.765659405,1158248.09783971,935028.901808382,1115451.00486224,1115447.49884693,151307.010060629,1238980.22976169,594258.997783182,659222.334823632,692667.594768729,608752.75224251,703477.638196319,615975.674432001,930928.158725583,1032336.23836476,472340.919267802,525867.583986314,515804.478486889,466063.152120665,646375.093042014,663217.591924966,636227.227243554,691096.798489923,75280.0788150636,222211.101893993,190631.799864582,185527.759413657,502074.920343768,466135.756424857,515785.656655838,495642.279252717,1114314.07320796,1110247.23431292,152846.286299731,159765.484405069,216600.415671625,182448.848336534,103096.659993155,241291.720044184,611014.771458246,530042.153473646,596343.691479709,513721.852739831,587448.605782388,576222.773232867,569651.605579159,520502.319948868,559856.342998093,632378.843012774,542284.855911652,548343.922298025,625788.684353252,781667.82705745,531505.414419443,598121.969445299,1073058.16687204,603767.442835057,590669.562539188,590011.751452538,588641.066306388
